date,portfolio_value,chi,regime,SPY_alloc,TLT_alloc,CASH_alloc,GLD_alloc
2000-07-25,87752.05904040414,6.1173247723204565,critical,0.1,0.3,0.4,0.2
2000-07-26,86982.3699302132,8.145889338615325,critical,0.1,0.3,0.4,0.2
2000-07-27,87078.57212874285,7.914473524039211,critical,0.1,0.3,0.4,0.2
2000-07-28,87200.8506575454,8.199736702862614,critical,0.1,0.3,0.4,0.2
2000-07-29,87390.71474421698,8.136901971340853,critical,0.1,0.3,0.4,0.2
2000-07-30,87306.30400120017,8.027756195827314,critical,0.1,0.3,0.4,0.2
2000-07-31,86701.87568875767,7.974381603751576,critical,0.1,0.3,0.4,0.2
2000-08-01,86617.34973244519,7.6850201766387185,critical,0.1,0.3,0.4,0.2
2000-08-02,86166.07754902492,7.385876844988631,critical,0.1,0.3,0.4,0.2
2000-08-03,86438.2176800171,5.893804612105425,critical,0.1,0.3,0.4,0.2
2000-08-04,86995.52721238337,6.38616362510252,critical,0.1,0.3,0.4,0.2
2000-08-05,87142.59723269983,6.91533512899819,critical,0.1,0.3,0.4,0.2
2000-08-06,87451.62586299701,6.506185249869596,critical,0.1,0.3,0.4,0.2
2000-08-07,87655.59336721181,7.123044556042801,critical,0.1,0.3,0.4,0.2
2000-08-08,88105.86581496088,7.226662546710348,critical,0.1,0.3,0.4,0.2
2000-08-09,87996.19477877386,7.241608307443922,critical,0.1,0.3,0.4,0.2
2000-08-10,87625.57490435152,7.800006876040045,critical,0.1,0.3,0.4,0.2
2000-08-11,88037.14910003821,7.372165870871813,critical,0.1,0.3,0.4,0.2
2000-08-12,88906.84096573351,6.9908041600676265,critical,0.1,0.3,0.4,0.2
2000-08-13,88689.16077565575,7.027463873821783,critical,0.1,0.3,0.4,0.2
2000-08-14,88846.98004364935,5.506318613606856,critical,0.1,0.3,0.4,0.2
2000-08-15,88108.94100010212,3.463187574610139,critical,0.1,0.3,0.4,0.2
2000-08-16,87704.3399282718,3.4148635890261696,critical,0.1,0.3,0.4,0.2
2000-08-17,86762.2620015105,3.4774884494847895,critical,0.1,0.3,0.4,0.2
2000-08-18,87473.44071689337,3.4273733513803655,critical,0.1,0.3,0.4,0.2
2000-08-19,87582.8376514593,4.28098940940274,critical,0.1,0.3,0.4,0.2
2000-08-20,87841.05073862083,4.265782712314766,critical,0.1,0.3,0.4,0.2
2000-08-21,87381.79221145621,4.569085054959968,critical,0.1,0.3,0.4,0.2
2000-08-22,86811.95459947552,4.422486019406462,critical,0.1,0.3,0.4,0.2
2000-08-23,86877.20217707644,4.410642483001593,critical,0.1,0.3,0.4,0.2
2000-08-24,86983.02716144625,5.422291197756844,critical,0.1,0.3,0.4,0.2
2000-08-25,86558.26473079203,5.0264369153561255,critical,0.1,0.3,0.4,0.2
2000-08-26,86758.02069968605,5.033650185448539,critical,0.1,0.3,0.4,0.2
2000-08-27,86532.93565321936,4.921595320410767,critical,0.1,0.3,0.4,0.2
2000-08-28,86578.6680948583,5.262612805197764,critical,0.1,0.3,0.4,0.2
2000-08-29,86621.2954494379,5.561294495479367,critical,0.1,0.3,0.4,0.2
2000-08-30,86381.26445057504,5.4805841660524734,critical,0.1,0.3,0.4,0.2
2000-08-31,86717.28374041803,5.536001936540133,critical,0.1,0.3,0.4,0.2
2000-09-01,87015.45054160501,5.398159341181061,critical,0.1,0.3,0.4,0.2
2000-09-02,87153.40906587862,5.744061323642597,critical,0.1,0.3,0.4,0.2
2000-09-03,87133.86178468095,5.9503834362319,critical,0.1,0.3,0.4,0.2
2000-09-04,87000.6838237859,6.035054107300819,critical,0.1,0.3,0.4,0.2
2000-09-05,86578.67223885457,6.385859130013358,critical,0.1,0.3,0.4,0.2
2000-09-06,86931.8053872806,5.787238266116649,critical,0.1,0.3,0.4,0.2
2000-09-07,86900.9571379936,5.7926748888519155,critical,0.1,0.3,0.4,0.2
2000-09-08,87054.7592870484,4.916710521352833,critical,0.1,0.3,0.4,0.2
2000-09-09,87329.75740313601,5.139021438793146,critical,0.1,0.3,0.4,0.2
2000-09-10,87491.4222748622,5.0460130313042715,critical,0.1,0.3,0.4,0.2
2000-09-11,87112.2276370378,6.148879408947646,critical,0.1,0.3,0.4,0.2
2000-09-12,87308.15123140294,5.993814201584662,critical,0.1,0.3,0.4,0.2
2000-09-13,86967.8243513398,4.858127874427118,critical,0.1,0.3,0.4,0.2
2000-09-14,87520.89846640942,4.8769696196691035,critical,0.1,0.3,0.4,0.2
2000-09-15,87394.66300790843,4.841001029602906,critical,0.1,0.3,0.4,0.2
2000-09-16,86922.94082822996,4.10627138453847,critical,0.1,0.3,0.4,0.2
2000-09-17,86704.2954385103,3.9315885265270696,critical,0.1,0.3,0.4,0.2
2000-09-18,86286.96439896712,4.001900585984757,critical,0.1,0.3,0.4,0.2
2000-09-19,86196.72851231825,3.621875477123817,critical,0.1,0.3,0.4,0.2
2000-09-20,86210.14593833293,3.6007132500844414,critical,0.1,0.3,0.4,0.2
2000-09-21,86042.7121088173,4.4378749187943445,critical,0.1,0.3,0.4,0.2
2000-09-22,85862.90885232991,5.3666507138765445,critical,0.1,0.3,0.4,0.2
2000-09-23,85748.37961769833,5.767887785394685,critical,0.1,0.3,0.4,0.2
2000-09-24,85624.37343513011,5.76773102899666,critical,0.1,0.3,0.4,0.2
2000-09-25,85700.82086197272,5.4924145014291605,critical,0.1,0.3,0.4,0.2
2000-09-26,85729.2667792559,7.330144820071973,critical,0.1,0.3,0.4,0.2
2000-09-27,85766.60378533335,6.919501913650334,critical,0.1,0.3,0.4,0.2
2000-09-28,85819.2930544172,7.539077923842476,critical,0.1,0.3,0.4,0.2
2000-09-29,85806.95386746943,7.313235043839179,critical,0.1,0.3,0.4,0.2
2000-09-30,85685.1900716232,7.217273175094437,critical,0.1,0.3,0.4,0.2
2000-10-01,85957.33089746544,6.254379303625004,critical,0.1,0.3,0.4,0.2
2000-10-02,86096.98551323997,6.268093984706833,critical,0.1,0.3,0.4,0.2
2000-10-03,86234.93494659374,6.526886101759919,critical,0.1,0.3,0.4,0.2
2000-10-04,86231.43798928257,6.393989375756017,critical,0.1,0.3,0.4,0.2
2000-10-05,86314.3569142736,6.7679004314414595,critical,0.1,0.3,0.4,0.2
2000-10-06,85891.56856899025,6.99525157621066,critical,0.1,0.3,0.4,0.2
2000-10-07,86244.63178217475,6.893724832676576,critical,0.1,0.3,0.4,0.2
2000-10-08,86058.3162335728,6.709884982185553,critical,0.1,0.3,0.4,0.2
2000-10-09,86035.08097456704,6.423612235196201,critical,0.1,0.3,0.4,0.2
2000-10-10,85506.25195892919,6.4961643933673,critical,0.1,0.3,0.4,0.2
2000-10-11,85619.03655603132,5.558481721764932,critical,0.1,0.3,0.4,0.2
2000-10-12,85272.91985698312,4.9806334925924265,critical,0.1,0.3,0.4,0.2
2000-10-13,84875.25226945122,4.8134026270423975,critical,0.1,0.3,0.4,0.2
2000-10-14,84727.55818271199,4.512685334290768,critical,0.1,0.3,0.4,0.2
2000-10-15,84917.20267092921,4.9235269967414785,critical,0.1,0.3,0.4,0.2
2000-10-16,85082.96711066725,3.030377101470565,critical,0.1,0.3,0.4,0.2
2000-10-17,85178.34836552927,3.524351329846698,critical,0.1,0.3,0.4,0.2
2000-10-18,85727.05765231317,3.0578082641572264,critical,0.1,0.3,0.4,0.2
2000-10-19,85275.70011810747,3.006206186342151,critical,0.1,0.3,0.4,0.2
2000-10-20,86074.50597988814,3.0680186495147352,critical,0.1,0.3,0.4,0.2
2000-10-21,85842.09816213297,3.21290817994226,critical,0.1,0.3,0.4,0.2
2000-10-22,85676.11316840826,3.877343010770932,critical,0.1,0.3,0.4,0.2
2000-10-23,85557.00135631062,4.63209486185768,critical,0.1,0.3,0.4,0.2
2000-10-24,85803.12902648067,4.745809012137158,critical,0.1,0.3,0.4,0.2
2000-10-25,85222.36016234853,4.692132562540173,critical,0.1,0.3,0.4,0.2
2000-10-26,85584.15222964328,4.613620826923269,critical,0.1,0.3,0.4,0.2
2000-10-27,85955.74560066187,5.168020578194887,critical,0.1,0.3,0.4,0.2
2000-10-28,85981.30160426724,5.2693239003903765,critical,0.1,0.3,0.4,0.2
2000-10-29,86309.03222431941,5.350464526659334,critical,0.1,0.3,0.4,0.2
2000-10-30,86373.10876899782,6.05713489215971,critical,0.1,0.3,0.4,0.2
2000-10-31,86445.76278581734,6.037628832380004,critical,0.1,0.3,0.4,0.2
2000-11-01,86607.02466333866,4.844662234960794,critical,0.1,0.3,0.4,0.2
2000-11-02,86058.3018436934,5.142667984332598,critical,0.1,0.3,0.4,0.2
2000-11-03,85828.49630318896,7.045788448092444,critical,0.1,0.3,0.4,0.2
2000-11-04,86075.98070048013,7.394955485348157,critical,0.1,0.3,0.4,0.2
2000-11-05,86016.07376661866,7.119939746595752,critical,0.1,0.3,0.4,0.2
2000-11-06,85507.04689596132,7.570303153380921,critical,0.1,0.3,0.4,0.2
2000-11-07,86596.65323402436,7.813959917223787,critical,0.1,0.3,0.4,0.2
2000-11-08,86782.43677476716,8.30796032833229,critical,0.1,0.3,0.4,0.2
2000-11-09,86983.65051574509,8.254460531140962,critical,0.1,0.3,0.4,0.2
2000-11-10,87277.14084834291,8.065465599048409,critical,0.1,0.3,0.4,0.2
2000-11-11,87213.73137742451,6.912158590020307,critical,0.1,0.3,0.4,0.2
2000-11-12,87687.41710461106,6.176329049910967,critical,0.1,0.3,0.4,0.2
2000-11-13,87203.3178425023,6.630087467664195,critical,0.1,0.3,0.4,0.2
2000-11-14,86839.76363841724,7.938402625806526,critical,0.1,0.3,0.4,0.2
2000-11-15,86877.18566570627,7.872227851386533,critical,0.1,0.3,0.4,0.2
2000-11-16,86754.92703830176,7.021320398284159,critical,0.1,0.3,0.4,0.2
2000-11-17,86433.40308918935,8.872170111477754,critical,0.1,0.3,0.4,0.2
2000-11-18,86428.6437682364,9.64983356375025,critical,0.1,0.3,0.4,0.2
2000-11-19,87369.58896573655,9.051895490382055,critical,0.1,0.3,0.4,0.2
2000-11-20,87547.70413434421,11.704247419909006,critical,0.1,0.3,0.4,0.2
2000-11-21,88187.28452636315,11.46294359124841,critical,0.1,0.3,0.4,0.2
2000-11-22,88445.4237239662,11.434802934424226,critical,0.1,0.3,0.4,0.2
2000-11-23,88329.06497553001,11.398424442090462,critical,0.1,0.3,0.4,0.2
2000-11-24,88583.52378823566,11.245102511310327,critical,0.1,0.3,0.4,0.2
2000-11-25,88631.96871910081,11.67098129705257,critical,0.1,0.3,0.4,0.2
2000-11-26,88672.26428974458,11.499517451174787,critical,0.1,0.3,0.4,0.2
2000-11-27,89176.34928381363,11.387582066592511,critical,0.1,0.3,0.4,0.2
2000-11-28,89482.34612800808,11.479751221406566,critical,0.1,0.3,0.4,0.2
2000-11-29,89876.05619254257,11.231630672785943,critical,0.1,0.3,0.4,0.2
2000-11-30,90262.47622316508,11.48221647975077,critical,0.1,0.3,0.4,0.2
2000-12-01,90132.75134080289,11.301051711697555,critical,0.1,0.3,0.4,0.2
2000-12-02,90150.00485448164,11.080827053783416,critical,0.1,0.3,0.4,0.2
2000-12-03,90343.8715794945,10.277154656990692,critical,0.1,0.3,0.4,0.2
2000-12-04,90964.63037787093,9.138147139805353,critical,0.1,0.3,0.4,0.2
2000-12-05,90647.83698726114,9.43630402483437,critical,0.1,0.3,0.4,0.2
2000-12-06,90668.28794505801,8.832155979681916,critical,0.1,0.3,0.4,0.2
2000-12-07,90449.86583152885,7.23170694893933,critical,0.1,0.3,0.4,0.2
2000-12-08,90011.3405180226,8.182160371714597,critical,0.1,0.3,0.4,0.2
2000-12-09,90203.93039687407,8.701702491827,critical,0.1,0.3,0.4,0.2
2000-12-10,90046.29244867936,6.419862684994795,critical,0.1,0.3,0.4,0.2
2000-12-11,90092.67232219182,7.215854283711204,critical,0.1,0.3,0.4,0.2
